BlockNumber,StreetName,Street_Address,helper,State,City
1100.0,ST CHARLES CT,1100 ST CHARLES CT,keep,Virginia,Charlottesville
1000.0,BIRDWOOD RD,1000 BIRDWOOD RD,keep,Virginia,Charlottesville
,14TH ST NW / GORDON AVE,14TH ST NW / GORDON AVE,drop,Virginia,Charlottesville
,RIDGECREST DR,RIDGECREST DR,drop,Virginia,Charlottesville
,6TH ST SE / ROCKLAND AVE,6TH ST SE / ROCKLAND AVE,drop,Virginia,Charlottesville
900.0,OLD FARM RD,900 OLD FARM RD,keep,Virginia,Charlottesville
400.0,"PATON ST, B","400 PATON ST, B",keep,Virginia,Charlottesville
100.0,GILDERSLEEVE WOOD,100 GILDERSLEEVE WOOD,keep,Virginia,Charlottesville
1000.0,"1ST ST S, 205","1000 1ST ST S, 205",keep,Virginia,Charlottesville
,CHARLTON AVE,CHARLTON AVE,drop,Virginia,Charlottesville
600.0,"LOCUST AVE, B","600 LOCUST AVE, B",keep,Virginia,Charlottesville
2200.0,"NORTH BERKSHIRE RD, 9","2200 NORTH BERKSHIRE RD, 9",keep,Virginia,Charlottesville
200.0,RAYMOND AVE,200 RAYMOND AVE,keep,Virginia,Charlottesville
100.0,"MAYWOOD LN, B","100 MAYWOOD LN, B",keep,Virginia,Charlottesville
1900.0,HYDRAULIC RD,1900 HYDRAULIC RD,keep,Virginia,Charlottesville
200.0,"DOUGLAS AVE, 3C","200 DOUGLAS AVE, 3C",keep,Virginia,Charlottesville
5000.0,B,5000 B,keep,Virginia,Charlottesville
100.0,"MONTEBELLO CIR, 10","100 MONTEBELLO CIR, 10",keep,Virginia,Charlottesville
100.0,DAVID TER,100 DAVID TER,keep,Virginia,Charlottesville
100.0,EMMET ST N,100 EMMET ST N,keep,Virginia,Charlottesville
,GILDERSLEEVE WOOD,GILDERSLEEVE WOOD,drop,Virginia,Charlottesville
1800.0,"JEFFERSON PARK AVENUE AVE, 10","1800 JEFFERSON PARK AVENUE AVE, 10",keep,Virginia,Charlottesville
100.0,"RIDGE ST, 101","100 RIDGE ST, 101",keep,Virginia,Charlottesville
300.0,"MONTEBELLO CIR, A","300 MONTEBELLO CIR, A",keep,Virginia,Charlottesville
1600.0,"GORDON AVE, 4","1600 GORDON AVE, 4",keep,Virginia,Charlottesville
700.0,"6TH ST SE, G","700 6TH ST SE, G",keep,Virginia,Charlottesville
1200.0,"CEDARS CT, 308","1200 CEDARS CT, 308",keep,Virginia,Charlottesville
300.0,"E MARKET ST, 8","300 E MARKET ST, 8",keep,Virginia,Charlottesville
,SHAMROCK RD / ANTOINETTE AVE,SHAMROCK RD / ANTOINETTE AVE,drop,Virginia,Charlottesville
400.0,"E MAIN ST, 302","400 E MAIN ST, 302",keep,Virginia,Charlottesville
,10TH ST NW @ GRADY AVE,10TH ST NW @ GRADY AVE,drop,Virginia,Charlottesville
,FOREST ST / HENRY AVE,FOREST ST / HENRY AVE,drop,Virginia,Charlottesville
,E MARKET ST / 4TH ST NE,E MARKET ST / 4TH ST NE,drop,Virginia,Charlottesville
500.0,"COURT, 806","500 COURT, 806",keep,Virginia,Charlottesville
,MONTICELLO RD / GOODMAN ST,MONTICELLO RD / GOODMAN ST,drop,Virginia,Charlottesville
400.0,"FAIRWAY AVE, C","400 FAIRWAY AVE, C",keep,Virginia,Charlottesville
200.0,"15TH ST NW, 1A","200 15TH ST NW, 1A",keep,Virginia,Charlottesville
2000.0,SPOTTSWOOD RD,2000 SPOTTSWOOD RD,keep,Virginia,Charlottesville
700.0,"AVON ST, B","700 AVON ST, B",keep,Virginia,Charlottesville
500.0,"MCINTIRE RD, 9","500 MCINTIRE RD, 9",keep,Virginia,Charlottesville
300.0,"VALLEY RD EXT, B","300 VALLEY RD EXT, B",keep,Virginia,Charlottesville
,CHARLOTTESVILLE,CHARLOTTESVILLE,drop,Virginia,Charlottesville
700.0,HENRY AVE,700 HENRY AVE,keep,Virginia,Charlottesville
500.0,"HARRIS RD, A","500 HARRIS RD, A",keep,Virginia,Charlottesville
400.0,"17TH ST NW, apt 101","400 17TH ST NW, apt 101",keep,Virginia,Charlottesville
200.0,BYPASS @ HYDRAULIC RD,200 BYPASS @ HYDRAULIC RD,keep,Virginia,Charlottesville
,BARRACKS RD @ 250 BYPASS E,BARRACKS RD @ 250 BYPASS E,drop,Virginia,Charlottesville
2400.0,"ARLINGTON BLVD, 75","2400 ARLINGTON BLVD, 75",keep,Virginia,Charlottesville
1300.0,CHERRY AVE,1300 CHERRY AVE,keep,Virginia,Charlottesville
500.0,"MOSELEY DR, B","500 MOSELEY DR, B",keep,Virginia,Charlottesville
,NASSAU ST / VINE ST,NASSAU ST / VINE ST,drop,Virginia,Charlottesville
500.0,"HARRIS RD, 53","500 HARRIS RD, 53",keep,Virginia,Charlottesville
,E MARKET ST,E MARKET ST,drop,Virginia,Charlottesville
1500.0,"CARLTON AVE, 6","1500 CARLTON AVE, 6",keep,Virginia,Charlottesville
1600.0,BRANDYWINE DR,1600 BRANDYWINE DR,keep,Virginia,Charlottesville
100.0,29/250 29/250 BYP,100 29/250 29/250 BYP,keep,Virginia,Charlottesville
1000.0,"WERTLAND ST, 2B","1000 WERTLAND ST, 2B",keep,Virginia,Charlottesville
2500.0,NAYLOR ST,2500 NAYLOR ST,keep,Virginia,Charlottesville
100.0,"HURST LN, 104","100 HURST LN, 104",keep,Virginia,Charlottesville
,ST ANNES RD / KEITH VALLEY RD,ST ANNES RD / KEITH VALLEY RD,drop,Virginia,Charlottesville
1400.0,LESTER DR,1400 LESTER DR,keep,Virginia,Charlottesville
,EMMET ST S / UNIVERSITY AVE,EMMET ST S / UNIVERSITY AVE,drop,Virginia,Charlottesville
1600.0,BRUCE AVE,1600 BRUCE AVE,keep,Virginia,Charlottesville
,Deleted Address -84750 / ,Deleted Address -84750 / ,drop,Virginia,Charlottesville
1600.0,"MADISON AVE, B","1600 MADISON AVE, B",keep,Virginia,Charlottesville
2400.0,"ARLINGTON BLVD, Apt 67","2400 ARLINGTON BLVD, Apt 67",keep,Virginia,Charlottesville
100.0,BURNET,100 BURNET,keep,Virginia,Charlottesville
1800.0,"JEFFERSON PARK AVE, 13","1800 JEFFERSON PARK AVE, 13",keep,Virginia,Charlottesville
200.0,ALDERMAN RD,200 ALDERMAN RD,keep,Virginia,Charlottesville
1200.0,"WERTLAND ST, C13","1200 WERTLAND ST, C13",keep,Virginia,Charlottesville
2100.0,"MICHIE DR, 44","2100 MICHIE DR, 44",keep,Virginia,Charlottesville
1600.0,TRAILRIDGE RD,1600 TRAILRIDGE RD,keep,Virginia,Charlottesville
1800.0,MEADOWBROOK HEIGHTS RD,1800 MEADOWBROOK HEIGHTS RD,keep,Virginia,Charlottesville
400.0,"CARL SMITH ST, 204","400 CARL SMITH ST, 204",keep,Virginia,Charlottesville
1400.0,KENWOOD LN,1400 KENWOOD LN,keep,Virginia,Charlottesville
,MAYWOOD LN @ JEFFERSON PARK AVE,MAYWOOD LN @ JEFFERSON PARK AVE,drop,Virginia,Charlottesville
,MINOR RD / ALDERMAN RD,MINOR RD / ALDERMAN RD,drop,Virginia,Charlottesville
1300.0,LESTER DR,1300 LESTER DR,keep,Virginia,Charlottesville
1700.0,"JEFFERSON PARK AVE, B","1700 JEFFERSON PARK AVE, B",keep,Virginia,Charlottesville
1100.0,"MONTICELLO RD, 3","1100 MONTICELLO RD, 3",keep,Virginia,Charlottesville
700.0,"FRANKLIN ST, B3","700 FRANKLIN ST, B3",keep,Virginia,Charlottesville
700.0,"6TH ST SE, C","700 6TH ST SE, C",keep,Virginia,Charlottesville
2200.0,"NORTH BERKSHIRE RD, 2","2200 NORTH BERKSHIRE RD, 2",keep,Virginia,Charlottesville
1300.0,"CARLTON AVE, 204","1300 CARLTON AVE, 204",keep,Virginia,Charlottesville
1900.0,STADIUM RD,1900 STADIUM RD,keep,Virginia,Charlottesville
,BELMONT AVE,BELMONT AVE,drop,Virginia,Charlottesville
2100.0,"MICHIE DR, 29","2100 MICHIE DR, 29",keep,Virginia,Charlottesville
1100.0,"EMMET ST N, F","1100 EMMET ST N, F",keep,Virginia,Charlottesville
1000.0,1000 WEST MAIN,1000 1000 WEST MAIN,keep,Virginia,Charlottesville
100.0,"STRIBLING AVE, B","100 STRIBLING AVE, B",keep,Virginia,Charlottesville
200.0,"RIDGE MCINTIRE RD, 733","200 RIDGE MCINTIRE RD, 733",keep,Virginia,Charlottesville
,COLEMAN ST / RIVER VISTA AVE,COLEMAN ST / RIVER VISTA AVE,drop,Virginia,Charlottesville
,W MAIN ST / 11TH ST SW,W MAIN ST / 11TH ST SW,drop,Virginia,Charlottesville
500.0,"1ST ST S, 404","500 1ST ST S, 404",keep,Virginia,Charlottesville
,WERTLAND ST./13TH ST.,WERTLAND ST./13TH ST.,drop,Virginia,Charlottesville
900.0,"RIVER RD, 414","900 RIVER RD, 414",keep,Virginia,Charlottesville
200.0,"15TH ST NW, 12","200 15TH ST NW, 12",keep,Virginia,Charlottesville
200.0,"5TH ST SW, 1D","200 5TH ST SW, 1D",keep,Virginia,Charlottesville
800.0,MCINTIRE RD,800 MCINTIRE RD,keep,Virginia,Charlottesville
900.0,LOCUST AVE,900 LOCUST AVE,keep,Virginia,Charlottesville
,LONG ST @ W HIGH ST,LONG ST @ W HIGH ST,drop,Virginia,Charlottesville
300.0,"15TH ST NW, 3C","300 15TH ST NW, 3C",keep,Virginia,Charlottesville
2300.0,JEFFERSON PARK AVE,2300 JEFFERSON PARK AVE,keep,Virginia,Charlottesville
100.0,CAMERON LN,100 CAMERON LN,keep,Virginia,Charlottesville
200.0,"14TH ST NW, 101","200 14TH ST NW, 101",keep,Virginia,Charlottesville
1700.0,"GALLOWAY DR, B","1700 GALLOWAY DR, B",keep,Virginia,Charlottesville
,14TH ST NW / WERTLAND ST,14TH ST NW / WERTLAND ST,drop,Virginia,Charlottesville
,WEST ST / ALBEMARLE ST,WEST ST / ALBEMARLE ST,drop,Virginia,Charlottesville
200.0,"14TH ST NW, 307","200 14TH ST NW, 307",keep,Virginia,Charlottesville
1900.0,"JEFFERSON PARK AVE, A","1900 JEFFERSON PARK AVE, A",keep,Virginia,Charlottesville
400.0,MEADE AVE,400 MEADE AVE,keep,Virginia,Charlottesville
2100.0,"ARLINGTON BLVD, 349A","2100 ARLINGTON BLVD, 349A",keep,Virginia,Charlottesville
200.0,RUGBY RD,200 RUGBY RD,keep,Virginia,Charlottesville
,CARLTON AVE / HOLLY ST,CARLTON AVE / HOLLY ST,drop,Virginia,Charlottesville
600.0,AVON ST,600 AVON ST,keep,Virginia,Charlottesville
2200.0,"JEFFERSON PARK AVE, 3","2200 JEFFERSON PARK AVE, 3",keep,Virginia,Charlottesville
2100.0,"MICHIE DR, 30","2100 MICHIE DR, 30",keep,Virginia,Charlottesville
1600.0,"MERIDIAN ST, B3","1600 MERIDIAN ST, B3",keep,Virginia,Charlottesville
,HILLTOP RD / BARRACKS RD,HILLTOP RD / BARRACKS RD,drop,Virginia,Charlottesville
,ARBOR CIR / FAIRWAY AVE,ARBOR CIR / FAIRWAY AVE,drop,Virginia,Charlottesville
,E MARKET ST / 5TH ST NE,E MARKET ST / 5TH ST NE,drop,Virginia,Charlottesville
1800.0,"EMMET ST N, 207","1800 EMMET ST N, 207",keep,Virginia,Charlottesville
,HARDY DR / 8TH ST NW,HARDY DR / 8TH ST NW,drop,Virginia,Charlottesville
,E JEFFERSON ST @ 9TH ST,E JEFFERSON ST @ 9TH ST,drop,Virginia,Charlottesville
200.0,BYPASS @ PARK ST,200 BYPASS @ PARK ST,keep,Virginia,Charlottesville
100.0,16 MONROE LANE,100 16 MONROE LANE,keep,Virginia,Charlottesville
400.0,PATON ST,400 PATON ST,keep,Virginia,Charlottesville
500.0,"RIDGE ST, 105","500 RIDGE ST, 105",keep,Virginia,Charlottesville
1100.0,"WERTLAND ST, 103","1100 WERTLAND ST, 103",keep,Virginia,Charlottesville
100.0,HILTON DR,100 HILTON DR,keep,Virginia,Charlottesville
300.0,"CAROLINE AVE, A","300 CAROLINE AVE, A",keep,Virginia,Charlottesville
1200.0,"HOLMES AVE, B","1200 HOLMES AVE, B",keep,Virginia,Charlottesville
600.0,WINE CELLAR CIR,600 WINE CELLAR CIR,keep,Virginia,Charlottesville
,MOSELEY DR,MOSELEY DR,drop,Virginia,Charlottesville
1700.0,"JEFFERSON PARK AVE, 201","1700 JEFFERSON PARK AVE, 201",keep,Virginia,Charlottesville
400.0,NICHOLSON ST,400 NICHOLSON ST,keep,Virginia,Charlottesville
400.0,HARRIS RD,400 HARRIS RD,keep,Virginia,Charlottesville
100.0,LODGE CREEK CIR,100 LODGE CREEK CIR,keep,Virginia,Charlottesville
500.0,MOSELEY DR,500 MOSELEY DR,keep,Virginia,Charlottesville
600.0,MADISON AVE,600 MADISON AVE,keep,Virginia,Charlottesville
400.0,"MONROE LN, 308","400 MONROE LN, 308",keep,Virginia,Charlottesville
,W WATER ST / 1ST ST S,W WATER ST / 1ST ST S,drop,Virginia,Charlottesville
400.0,"11TH ST NE, C21","400 11TH ST NE, C21",keep,Virginia,Charlottesville
,GLENDALE RD / NORTH AVE,GLENDALE RD / NORTH AVE,drop,Virginia,Charlottesville
500.0,COURT,500 COURT,keep,Virginia,Charlottesville
,MIDDLETON LN / OLD LYNCHBURG RD,MIDDLETON LN / OLD LYNCHBURG RD,drop,Virginia,Charlottesville
1000.0,"1ST ST S, 208","1000 1ST ST S, 208",keep,Virginia,Charlottesville
1900.0,"EMMET ST N, 318","1900 EMMET ST N, 318",keep,Virginia,Charlottesville
,SUNSET RD / STRIBLING AVE,SUNSET RD / STRIBLING AVE,drop,Virginia,Charlottesville
300.0,"14TH ST NW, 2","300 14TH ST NW, 2",keep,Virginia,Charlottesville
800.0,NALLE ST,800 NALLE ST,keep,Virginia,Charlottesville
,E MAIN ST,E MAIN ST,drop,Virginia,Charlottesville
100.0,MINOR LN,100 MINOR LN,keep,Virginia,Charlottesville
1300.0,"HAMPTON ST, B","1300 HAMPTON ST, B",keep,Virginia,Charlottesville
,QUARRY RD,QUARRY RD,drop,Virginia,Charlottesville
1200.0,"CEDARS CT, 113","1200 CEDARS CT, 113",keep,Virginia,Charlottesville
,E SOUTH ST / 2ND ST SE,E SOUTH ST / 2ND ST SE,drop,Virginia,Charlottesville
,TODD AVE / HILL ST,TODD AVE / HILL ST,drop,Virginia,Charlottesville
,MCINTIRE RD / HARRIS ST,MCINTIRE RD / HARRIS ST,drop,Virginia,Charlottesville
700.0,"BOLLING AVE, A","700 BOLLING AVE, A",keep,Virginia,Charlottesville
4000.0,"CITY WALK WAY, Apt 33","4000 CITY WALK WAY, Apt 33",keep,Virginia,Charlottesville
1000.0,"1ST ST S, 304","1000 1ST ST S, 304",keep,Virginia,Charlottesville
100.0,MADISON,100 MADISON,keep,Virginia,Charlottesville
1000.0,"WERTLAND ST, 5","1000 WERTLAND ST, 5",keep,Virginia,Charlottesville
900.0,"PAGE ST, A","900 PAGE ST, A",keep,Virginia,Charlottesville
400.0,CLEVELAND AVE,400 CLEVELAND AVE,keep,Virginia,Charlottesville
1100.0,"JOHN ST, F","1100 JOHN ST, F",keep,Virginia,Charlottesville
3800.0,-78.4953314470000000,3800 -78.4953314470000000,keep,Virginia,Charlottesville
600.0,"RUGBY RD, G07","600 RUGBY RD, G07",keep,Virginia,Charlottesville
1000.0,STONEHENGE AVE,1000 STONEHENGE AVE,keep,Virginia,Charlottesville
,10TH ST NE @ E JEFFERSON ST,10TH ST NE @ E JEFFERSON ST,drop,Virginia,Charlottesville
200.0,"15TH ST NW, 6","200 15TH ST NW, 6",keep,Virginia,Charlottesville
,GLEASON ST / GARRETT ST,GLEASON ST / GARRETT ST,drop,Virginia,Charlottesville
800.0,ELLIOTT AVE,800 ELLIOTT AVE,keep,Virginia,Charlottesville
,PRESTON AVE @ HARRIS ST,PRESTON AVE @ HARRIS ST,drop,Virginia,Charlottesville
2000.0,"HOLIDAY DR, 119","2000 HOLIDAY DR, 119",keep,Virginia,Charlottesville
1200.0,"W MAIN ST, 6","1200 W MAIN ST, 6",keep,Virginia,Charlottesville
100.0,PIEDMONT AVE N,100 PIEDMONT AVE N,keep,Virginia,Charlottesville
1000.0,MONTICELLO AVE,1000 MONTICELLO AVE,keep,Virginia,Charlottesville
200.0,"RAYMOND AVE, A","200 RAYMOND AVE, A",keep,Virginia,Charlottesville
100.0,MCCORMICK,100 MCCORMICK,keep,Virginia,Charlottesville
700.0,"MCINTIRE RD, B","700 MCINTIRE RD, B",keep,Virginia,Charlottesville
1100.0,"PRESTON AVE, Unit B","1100 PRESTON AVE, Unit B",keep,Virginia,Charlottesville
600.0,KELLY AVE,600 KELLY AVE,keep,Virginia,Charlottesville
1200.0,"WERTLAND ST, 5","1200 WERTLAND ST, 5",keep,Virginia,Charlottesville
300.0,"15TH ST NW, 4009","300 15TH ST NW, 4009",keep,Virginia,Charlottesville
,STADIUM RD / EMMET ST S,STADIUM RD / EMMET ST S,drop,Virginia,Charlottesville
100.0,NORTHWOOD CIR,100 NORTHWOOD CIR,keep,Virginia,Charlottesville
2100.0,"IVY RD, C","2100 IVY RD, C",keep,Virginia,Charlottesville
1100.0,MYRTLE ST,1100 MYRTLE ST,keep,Virginia,Charlottesville
,RUGBY RD / RUGBY AVE,RUGBY RD / RUGBY AVE,drop,Virginia,Charlottesville
1500.0,MADISON AVE,1500 MADISON AVE,keep,Virginia,Charlottesville
500.0,"HARRIS RD, 128","500 HARRIS RD, 128",keep,Virginia,Charlottesville
,SECOND ST SW,SECOND ST SW,drop,Virginia,Charlottesville
2400.0,"ARLINGTON BLVD, 66","2400 ARLINGTON BLVD, 66",keep,Virginia,Charlottesville
800.0,ROCKLAND AVE,800 ROCKLAND AVE,keep,Virginia,Charlottesville
600.0,HENRY AVE,600 HENRY AVE,keep,Virginia,Charlottesville
400.0,8TH ST NE,400 8TH ST NE,keep,Virginia,Charlottesville
800.0,"HARRIS ST, A","800 HARRIS ST, A",keep,Virginia,Charlottesville
1000.0,"WERTLAND ST, 4A","1000 WERTLAND ST, 4A",keep,Virginia,Charlottesville
,CHERRY AVE / HANOVER ST,CHERRY AVE / HANOVER ST,drop,Virginia,Charlottesville
,MONTICELLO AVE / MONTROSE AVE,MONTICELLO AVE / MONTROSE AVE,drop,Virginia,Charlottesville
3000.0,CITY WALK WAY,3000 CITY WALK WAY,keep,Virginia,Charlottesville
600.0,ALBEMARLE ST,600 ALBEMARLE ST,keep,Virginia,Charlottesville
1400.0,"GRADY AVE, C","1400 GRADY AVE, C",keep,Virginia,Charlottesville
400.0,SW 7 1/3 ST SW,400 SW 7 1/3 ST SW,keep,Virginia,Charlottesville
100.0,LEIGH PL,100 LEIGH PL,keep,Virginia,Charlottesville
400.0,"CHERRY AVE, 219","400 CHERRY AVE, 219",keep,Virginia,Charlottesville
,ARLINGTON BLVD / MILLMONT ST,ARLINGTON BLVD / MILLMONT ST,drop,Virginia,Charlottesville
,LEE ST / JEFFERSON PARK AVE,LEE ST / JEFFERSON PARK AVE,drop,Virginia,Charlottesville
1500.0,6TH ST SE,1500 6TH ST SE,keep,Virginia,Charlottesville
600.0,"6TH ST SE, 141","600 6TH ST SE, 141",keep,Virginia,Charlottesville
800.0,"E HIGH ST, B","800 E HIGH ST, B",keep,Virginia,Charlottesville
2100.0,"MICHIE DR, 93","2100 MICHIE DR, 93",keep,Virginia,Charlottesville
500.0,"14TH ST NW, C","500 14TH ST NW, C",keep,Virginia,Charlottesville
1800.0,"JEFFERSON PARK AVE, 26","1800 JEFFERSON PARK AVE, 26",keep,Virginia,Charlottesville
1200.0,"EMMET ST N, 106","1200 EMMET ST N, 106",keep,Virginia,Charlottesville
,10TH ST NW / PAGE ST,10TH ST NW / PAGE ST,drop,Virginia,Charlottesville
400.0,"11TH ST NE, B3","400 11TH ST NE, B3",keep,Virginia,Charlottesville
1200.0,"SMITH ST, K","1200 SMITH ST, K",keep,Virginia,Charlottesville
1500.0,JAMESTOWN DR,1500 JAMESTOWN DR,keep,Virginia,Charlottesville
1300.0,WILLOW DR,1300 WILLOW DR,keep,Virginia,Charlottesville
600.0,"PRESTON PL, 301","600 PRESTON PL, 301",keep,Virginia,Charlottesville
600.0,"MONTROSE AVE, 1/2","600 MONTROSE AVE, 1/2",keep,Virginia,Charlottesville
700.0,ELSOM ST,700 ELSOM ST,keep,Virginia,Charlottesville
600.0,"ST CHARLES AVE, B","600 ST CHARLES AVE, B",keep,Virginia,Charlottesville
1000.0,WERTLAND DR,1000 WERTLAND DR,keep,Virginia,Charlottesville
,CLEVELAND AVE @ 5TH ST,CLEVELAND AVE @ 5TH ST,drop,Virginia,Charlottesville
,WILLARD DR / ALLEN DR,WILLARD DR / ALLEN DR,drop,Virginia,Charlottesville
100.0,"WITTON CT, 204","100 WITTON CT, 204",keep,Virginia,Charlottesville
,JEFFERSON PARK AVE,JEFFERSON PARK AVE,drop,Virginia,Charlottesville
,CARLTON RD / CARLTON AVE,CARLTON RD / CARLTON AVE,drop,Virginia,Charlottesville
1000.0,"LINDEN AVE, 101","1000 LINDEN AVE, 101",keep,Virginia,Charlottesville
300.0,"15TH ST NW, 1026","300 15TH ST NW, 1026",keep,Virginia,Charlottesville
2400.0,"ARLINGTON BLVD, OFFICE #27","2400 ARLINGTON BLVD, OFFICE #27",keep,Virginia,Charlottesville
700.0,"WALKER SQ, 2C","700 WALKER SQ, 2C",keep,Virginia,Charlottesville
700.0,DELL LN,700 DELL LN,keep,Virginia,Charlottesville
,PALATINE AVE / AVON ST,PALATINE AVE / AVON ST,drop,Virginia,Charlottesville
900.0,"PAGE ST, B","900 PAGE ST, B",keep,Virginia,Charlottesville
500.0,"RIDGE ST, I","500 RIDGE ST, I",keep,Virginia,Charlottesville
200.0,"14TH ST NW, 607","200 14TH ST NW, 607",keep,Virginia,Charlottesville
200.0,2ND ST SW,200 2ND ST SW,keep,Virginia,Charlottesville
,E MONTICELLO AVE E @ 2ND ST,E MONTICELLO AVE E @ 2ND ST,drop,Virginia,Charlottesville
1600.0,"JEFFERSON PARK AVE, #304","1600 JEFFERSON PARK AVE, #304",keep,Virginia,Charlottesville
400.0,"4TH ST NW, 317","400 4TH ST NW, 317",keep,Virginia,Charlottesville
,PROSPECT AVE / UNIVERSITY MNR,PROSPECT AVE / UNIVERSITY MNR,drop,Virginia,Charlottesville
2100.0,"MICHIE DR, 50A","2100 MICHIE DR, 50A",keep,Virginia,Charlottesville
1800.0,"JEFFERSON PARK AVE, 23","1800 JEFFERSON PARK AVE, 23",keep,Virginia,Charlottesville
1200.0,MONTICELLO RD,1200 MONTICELLO RD,keep,Virginia,Charlottesville
1100.0,"ROSE HILL DR, 400","1100 ROSE HILL DR, 400",keep,Virginia,Charlottesville
400.0,"10TH ST NW, 139","400 10TH ST NW, 139",keep,Virginia,Charlottesville
700.0,"NASSAU ST, A","700 NASSAU ST, A",keep,Virginia,Charlottesville
900.0,MELBOURNE RD,900 MELBOURNE RD,keep,Virginia,Charlottesville
,5TH ST / E I64 EXIT 120 ON,5TH ST / E I64 EXIT 120 ON,drop,Virginia,Charlottesville
1900.0,"JEFFERSON PARK AVE, 4","1900 JEFFERSON PARK AVE, 4",keep,Virginia,Charlottesville
100.0,MCINTIRE PARK RD,100 MCINTIRE PARK RD,keep,Virginia,Charlottesville
4000.0,"CITY WALK WAY, 114","4000 CITY WALK WAY, 114",keep,Virginia,Charlottesville
100.0,"RIDGE ST, 208","100 RIDGE ST, 208",keep,Virginia,Charlottesville
1500.0,CHERRY AVE,1500 CHERRY AVE,keep,Virginia,Charlottesville
1600.0,"EMMET ST N, 123","1600 EMMET ST N, 123",keep,Virginia,Charlottesville
500.0,BENNETT ST,500 BENNETT ST,keep,Virginia,Charlottesville
100.0,MCINTIRE PK DR. DR,100 MCINTIRE PK DR. DR,keep,Virginia,Charlottesville
1700.0,"JEFFERSON PARK AVE, 15","1700 JEFFERSON PARK AVE, 15",keep,Virginia,Charlottesville
900.0,LOCUST LN,900 LOCUST LN,keep,Virginia,Charlottesville
700.0,"WALKER SQ, 2A","700 WALKER SQ, 2A",keep,Virginia,Charlottesville
1500.0,"VIRGINIA AVE, 403","1500 VIRGINIA AVE, 403",keep,Virginia,Charlottesville
100.0,"13TH ST NW, 3","100 13TH ST NW, 3",keep,Virginia,Charlottesville
1000.0,"WERTLAND ST, 17","1000 WERTLAND ST, 17",keep,Virginia,Charlottesville
500.0,W US-250 BYPASS,500 W US-250 BYPASS,keep,Virginia,Charlottesville
1600.0,ANTOINETTE,1600 ANTOINETTE,keep,Virginia,Charlottesville
1000.0,PEARTREE LN,1000 PEARTREE LN,keep,Virginia,Charlottesville
1100.0,"PRESTON AVE, 4B","1100 PRESTON AVE, 4B",keep,Virginia,Charlottesville
,MONTICELLO AVE @ AVON ST,MONTICELLO AVE @ AVON ST,drop,Virginia,Charlottesville
,RAINIER RD / CHERRY AVE,RAINIER RD / CHERRY AVE,drop,Virginia,Charlottesville
1200.0,"PARK ST, 3","1200 PARK ST, 3",keep,Virginia,Charlottesville
100.0,KELSEY CT,100 KELSEY CT,keep,Virginia,Charlottesville
,HYDRAULIC RD,HYDRAULIC RD,drop,Virginia,Charlottesville
1900.0,"ARLINGTON BLVD, 3c","1900 ARLINGTON BLVD, 3c",keep,Virginia,Charlottesville
300.0,"2ND ST SE, 203","300 2ND ST SE, 203",keep,Virginia,Charlottesville
1100.0,"FOREST ST, 6","1100 FOREST ST, 6",keep,Virginia,Charlottesville
1700.0,"ALLIED ST, 2B","1700 ALLIED ST, 2B",keep,Virginia,Charlottesville
400.0,"MONROE LN, 203","400 MONROE LN, 203",keep,Virginia,Charlottesville
,"VALLEY CIR, B","VALLEY CIR, B",drop,Virginia,Charlottesville
1200.0,EMMET,1200 EMMET,keep,Virginia,Charlottesville
900.0,"PRESTON AVE, 101","900 PRESTON AVE, 101",keep,Virginia,Charlottesville
1500.0,"GRADY AVE, 3","1500 GRADY AVE, 3",keep,Virginia,Charlottesville
800.0,"W MAIN ST, 803","800 W MAIN ST, 803",keep,Virginia,Charlottesville
,GARRETT ST / AVON ST,GARRETT ST / AVON ST,drop,Virginia,Charlottesville
300.0,"UNIVERSITY CIR, 9","300 UNIVERSITY CIR, 9",keep,Virginia,Charlottesville
,11TH ST NW / GORDON AVE,11TH ST NW / GORDON AVE,drop,Virginia,Charlottesville
800.0,"CABELL AVE, Unit C","800 CABELL AVE, Unit C",keep,Virginia,Charlottesville
1100.0,"PRESTON AVE, 8A","1100 PRESTON AVE, 8A",keep,Virginia,Charlottesville
500.0,"MCINTIRE RD, 11","500 MCINTIRE RD, 11",keep,Virginia,Charlottesville
1000.0,ROUGEMONT AVE,1000 ROUGEMONT AVE,keep,Virginia,Charlottesville
400.0,"VALLEY RD EXT, A","400 VALLEY RD EXT, A",keep,Virginia,Charlottesville
900.0,PARK ST,900 PARK ST,keep,Virginia,Charlottesville
400.0,LOCHLYN HILL,400 LOCHLYN HILL,keep,Virginia,Charlottesville
700.0,"6TH ST SE, B","700 6TH ST SE, B",keep,Virginia,Charlottesville
,RUGBY AVE / RUGBY RD,RUGBY AVE / RUGBY RD,drop,Virginia,Charlottesville
,MONTICELLO /DRUID,MONTICELLO /DRUID,drop,Virginia,Charlottesville
100.0,10 1/2 ST NW / WEST ST,100 10 1/2 ST NW / WEST ST,keep,Virginia,Charlottesville
200.0,"STRIBLING AVE, 6","200 STRIBLING AVE, 6",keep,Virginia,Charlottesville
100.0,"CHANCELLOR ST, 1","100 CHANCELLOR ST, 1",keep,Virginia,Charlottesville
100.0,"MONTE VISTA AVE, A","100 MONTE VISTA AVE, A",keep,Virginia,Charlottesville
500.0,"7TH ST NE, 3","500 7TH ST NE, 3",keep,Virginia,Charlottesville
